BROKERTITLE,TYPE,PRICE,BEDS,BATH,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,PROPERTYM2,BOROUGH,price_outlier,PROPERTYM2_log,price_per_m2
douglas elliman,house,6995000,9,6,"159 Rivington St, New York, NY 10002, USA",40.7189961,-73.9854648,887.22365,Manhattan,True,2.948033109930556,7884.145108169738
bergen basin,co op,349000,2,1,"2928 W 5th St #4g, Brooklyn, NY 11224, USA",40.5781785,-73.9733314,83.6127,Brooklyn,False,1.9222722477861345,4174.0070587362925
carollo real estate inc,multi family home,1400000,6,2,"143-35 22nd Rd, Whitestone, NY 11357, USA",40.7788549,-73.8246986,202.91946300338603,Queens,False,2.307323704350202,6899.288906439886
garfield leslie j co inc,townhouse,6495000,6,6,"117 W 85th St, New York, NY 10024, USA",40.7863645,-73.9735331,486.068496,Manhattan,True,2.6866974736630205,13362.314269386428
coldwell banker,multi family home,1800000,11,6,"42-22 82nd St #6b, Elmhurst, NY 11373, USA",40.7422281,-73.8832744,464.515,Queens,False,2.6669997426828282,3875.00941842567
douglas elliman,condo,1450000,3,2,"333 E 30th St #8l, New York, NY 10016, USA",40.7420749,-73.9757973,103.772651,Manhattan,False,2.016082911462419,13972.853020782904
compass,co op,599000,3,1,"320 E 42nd St Apt 1901, New York, NY 10017, USA",40.7494678,-73.9717468,202.91946300338603,Manhattan,False,2.307323704350202,2951.910039255351
douglas elliman,condo,2980000,3,3,"1280 5th Ave, New York, NY 10029, USA",40.7961886,-73.949116,163.137668,Manhattan,False,2.2125542499168933,18266.780667724146
scope bx,multi family home,829000,9,3,"1378 Bristow St, Bronx, NY 10459, USA",40.8325102,-73.8947147,211.447228,Bronx,False,2.3252019960698433,3920.5999900835777
garfield leslie j co inc,townhouse,15850000,5,6,"15 E 93rd St, New York, NY 10128, USA",40.7857744,-73.9562222,202.91946300338603,Manhattan,True,2.307323704350202,78109.80654790871
compass,co op,945000,2,1,"455 E 51st St #2b, New York, NY 10022, USA",40.7540096,-73.9637466,202.91946300338603,Manhattan,False,2.307323704350202,4657.020011846923
accs access property,co op,389000,1,1,"60 Cooper St #5b, New York, NY 10034, USA",40.8683018,-73.9229016,202.91946300338603,Manhattan,False,2.307323704350202,1917.0167032893683
exp,co op,185000,3,1,"25 Clyde St #67, Flushing, NY 11375, USA",40.722253,-73.855654,37.1612,Queens,False,1.570089729674772,4978.310711171867
rk capital,condo,568000,1,1,"69-45 108th St #2a, Forest Hills, NY 11375, USA",40.7241743,-73.8448471,202.91946300338603,Queens,False,2.307323704350202,2799.140070612754
sotheby's,condo,950000,1,1,"Goldmark Practice Center, 29 W 65th St #2f, New York, NY 10023, USA",40.7727634,-73.9809139,202.91946300338603,Manhattan,False,2.307323704350202,4681.660329369923
serhant,condo,2000000,2,2,"50 Bridge Park Dr #3d, Brooklyn Heights, NY 11201, USA",40.692916,-74.0008815,133.873223,Brooklyn,False,2.126693719160799,14939.50735764388
floral homes inc,multi family home,1069000,6,5,"120-35 144th St, Jamaica, NY 11436, USA",40.6755971,-73.7952881,202.91946300338603,Queens,False,2.307323704350202,5268.0998864173125
keller williams,house,599999,3,2,"968 Schenectady Ave, Brooklyn, NY 11203, USA",40.6494096,-73.9332856,202.91946300338603,Brooklyn,False,2.307323704350202,2956.8331746964463
corcoran,condo,7600000,4,4,"100 Barclay St #20c, New York, NY 10007, USA",40.7139639,-74.0127212,298.776048,Manhattan,True,2.475345778423223,25437.112683142524
winzone inc,co op,248000,1,1,"196- 30 67th Ave #2fl, Fresh Meadows, NY 11365, USA",40.7383072,-73.7776864,202.91946300338603,Queens,False,2.307323704350202,1222.1597491407797
real new york chelsea,condo,575000,1,1,"456 W 167th St #6g, New York, NY 10032, USA",40.8387144,-73.9369924,99.684919,Manhattan,False,1.9986294603127606,5768.174421649478
howard hanna rand,co op,350000,2,1,"2440 Amsterdam Ave #2a, New York, NY 10033, USA",40.8485417,-73.930871,78.96755,Manhattan,False,1.8974486640611024,4432.200315192759
corcoran,condo,695000,3,2,"888 Fulton St #3a, Brooklyn, NY 11238, USA",40.6829851,-73.9656007,65.403712,Brooklyn,False,1.8156023974889217,10626.308182630368
douglas elliman,house,875000,4,2,"2420 Cortelyou Rd, Brooklyn, NY 11226, USA",40.6440698,-73.9539046,148.6448,Brooklyn,False,2.1721497210027345,5886.516043615384
compass,townhouse,4000000,6,4,"62 3rd St., Brooklyn, NY 11231, USA",40.6777386,-73.9939495,543.854162,Brooklyn,True,2.7354824564445828,7354.912915054607
compass,co op,195000,3,1,"90-10 34th Ave, Flushing, NY 11372, USA",40.754307,-73.8769604,202.91946300338603,Queens,False,2.307323704350202,960.972383396984
bmb living inc,co op,410000,3,1,"42 W 138th St Apt 31, New York, NY 10037, USA",40.815359,-73.9374734,71.163698,Manhattan,False,1.8522585079794136,5761.364452982755
compass,townhouse,699000,4,2,"632 E 52nd St, Brooklyn, NY 11203, USA",40.6450331,-73.9279337,202.91946300338603,Brooklyn,False,2.307323704350202,3444.7163897153428
real broker ny,house,699999,3,2,"902 Harding Park, Bronx, NY 10473, USA",40.8070672,-73.8579727,202.91946300338603,Bronx,False,2.307323704350202,3449.639525156438
signature premier,multi family home,915000,6,5,"1857 Holland Ave, Bronx, NY 10462, USA",40.8471618,-73.8650964,287.627688,Bronx,False,2.4588306903576647,3181.1958242351134
compass,co op,399000,1,1,"3520 82nd St Apt 32, Jackson Heights, NY 11372, USA",40.7517899,-73.88467,202.91946300338603,Queens,False,2.307323704350202,1966.2973383353674
douglas elliman,co op,995000,2,1,"303 W 66th St #20d, New York, NY 10023, USA",40.776554,-73.9876401,92.903,Manhattan,False,1.9680297383468097,10710.095475926504
compass,co op,535000,2,1,"33-52 Crescent St #7c, Long Island City, NY 11106, USA",40.7616957,-73.9304941,92.903,Queens,False,1.9680297383468097,5758.6945523825925
re/max,co op,429000,1,1,"195 Willoughby Ave Apartment 1610, Brooklyn, NY 11205, USA",40.692675,-73.96429,53.419225,Brooklyn,False,1.72769758303644,8030.816620795229
corcoran,house,2195000,3,4,"503 4th Ave, Brooklyn, NY 11215, USA",40.6679746,-73.9903952,202.91946300338603,Brooklyn,False,2.307323704350202,10817.099392596821
e  corp,multi family home,1690000,7,7,"56-09 Van Cleef St, Flushing, NY 11368, USA",40.74073,-73.852058,427.3538,Queens,False,2.630787570028384,3954.568790543105
jm,multi family home,1699999,4,3,"23 Bay 7th St, Brooklyn, NY 11228, USA",40.6116673,-74.0113637,200.67048,Brooklyn,False,2.3024834894977406,8471.59482550697
good way  corp,co op,235000,1,1,"2675 Ocean Ave #4a, Brooklyn, NY 11229, USA",40.595967,-73.9504018,74.3224,Brooklyn,False,1.8711197253387533,3161.900046284835
corcoran,condo,899000,2,1,"568 St Marks Ave #3a, Brooklyn, NY 11216, USA",40.6756382,-73.9555242,93.83203,Brooklyn,False,1.9723511121294521,9580.950129715833
laffey real estate,co op,269999,1,1,"25138 71st Ave # 80a, Queens, NY 11426, USA",40.7522899,-73.72315,202.91946300338603,Queens,False,2.307323704350202,1330.5722181784733
corcoran,multi family home,1350000,6,2,"1179 Lincoln Pl, Brooklyn, NY 11213, USA",40.6702558,-73.9375206,202.91946300338603,Brooklyn,False,2.307323704350202,6652.88573120989
century 21 achievers,house,735000,3,2,"894 E 38th St, Brooklyn, NY 11210, USA",40.6334425,-73.9402186,148.6448,Brooklyn,False,2.1721497210027345,4944.673476636923
ideal,house,1499000,3,2,"1813 E 24th St, Brooklyn, NY 11229, USA",40.6063993,-73.9485994,195.09629999999999,Brooklyn,False,2.290249033080729,7683.385077010687
buy rite home sales inc,multi family home,899999,5,3,"30-33 93rd St, Flushing, NY 11369, USA",40.7604667,-73.8755356,133.78032,Queens,False,2.1263922304420593,6727.439432048003
corcoran,condo,900000,2,2,"77 E 110th St #5b, New York, NY 10029, USA",40.7958546,-73.9464985,88.350753,Manhattan,False,1.9462102552842235,10186.670395440773
e house mgt inc,house,629900,3,2,"184 Cannon Ave, Staten Island, NY 10314, USA",40.5939996,-74.1910619,123.746796,Staten Island,False,2.0925339631810917,5090.232800855709
re/max,co op,280000,1,1,"1967 65th St #2e, Brooklyn, NY 11204, USA",40.616988,-73.986133,60.38695,Brooklyn,False,1.7809430949896652,4636.7634066631945
compass,townhouse,1999000,5,2,"468 Marion St, Brooklyn, NY 11233, USA",40.6816466,-73.9105641,287.9993,Brooklyn,False,2.459391432181082,6940.9890926818225
compass,condo,5100000,2,2,"1 Central Park S # 606, New York, NY 10023, USA",40.7691094,-73.98162,155.705428,Manhattan,True,2.192303752641067,32754.156778657707
city connections,condo,8500000,3,3,"15 W 63rd St. #21a, New York, NY 10023, USA",40.7710757,-73.9809771,193.23824,Manhattan,True,2.286093073309571,43987.152853389685
re/max,condo,1075000,3,4,"4 Marisa Ct #4a, Bronx, NY 10465, USA",40.8125317,-73.8239933,254.55422,Bronx,False,2.4057803011671974,4223.068861321569
compass,condo,950000,3,1,"425 W 50th St #12b, New York, NY 10019, USA",40.7641461,-73.9901764,61.315979999999996,Manhattan,False,1.7875736738886783,15493.514088823176
compass,co op,875000,2,2,"9201 Shore Rd Apt B301, Brooklyn, NY 11209, USA",40.6206952,-74.0402708,118.451325,Brooklyn,False,2.0735399231167837,7387.000525321266
century 21 aa,house,485000,2,2,"1605 Purdy St, Bronx, NY 10462, USA",40.8392076,-73.8539325,75.808848,Bronx,False,1.8797198971006708,6397.670097822882
e  corp,condo,598000,1,1,"132-36 Pople Ave #3e, Flushing, NY 11355, USA",40.7533111,-73.8312005,61.594689,Queens,False,1.7895432667515827,9708.629261850807
pullini corp,house,2999000,4,2,"1718 63rd St, Brooklyn, NY 11204, USA",40.6212043,-73.9908884,160.907996,Brooklyn,False,2.2065776260281376,18637.979929847614
city connections,co op,600000,3,1,"201 W 21st St #9a, New York, NY 10011, USA",40.7430502,-73.9967075,202.91946300338603,Manhattan,False,2.307323704350202,2956.8381027599507
platinum plus,co op,355000,1,1,"61-25 97th St #10e, Rego Park, NY 11374, USA",40.7336463,-73.8618276,202.91946300338603,Queens,False,2.307323704350202,1749.462544132971
exit first choice,townhouse,889000,2,1,"102-57 62nd Dr, Flushing, NY 11375, USA",40.7351177,-73.8536109,98.105568,Queens,False,1.991693656544603,9061.66712168671
re/max,multi family home,650000,3,3,"110-02 203rd St, Jamaica, NY 11412, USA",40.7051893,-73.7542415,202.91946300338603,Queens,False,2.307323704350202,3203.241277989947
oxford property,co op,629000,2,1,"330 E 94th St #3a, New York, NY 10128, USA",40.7822297,-73.9466255,202.91946300338603,Manhattan,False,2.307323704350202,3099.7519443933484
nobroker,co op,515000,2,2,"3060 Ocean Ave #6p, Brooklyn, NY 11235, USA",40.5866451,-73.949452,111.4836,Brooklyn,False,2.0472109843944346,4619.513542799121
neuhaus inc,house,1600000,4,4,"782 Ionia Ave, Staten Island, NY 10312, USA",40.5365056,-74.1988326,292.64445,Staten Island,False,2.46634029213641,5467.385422822815
exit team,multi family home,1900000,6,4,"751 58th St, Brooklyn, NY 11220, USA",40.6371891,-74.0089766,185.806,Brooklyn,False,2.2690597340107908,10225.719298623295
douglas elliman,co op,3395000,2,2,"399 Washington St Fl 4, New York, NY 10013, USA",40.7217139,-74.0103804,167.2254,Manhattan,True,2.2233022434501155,20301.939777091276
re/max,multi family home,1795000,5,3,"166 12th St, Brooklyn, NY 11215, USA",40.6691888,-73.9919673,167.2254,Brooklyn,False,2.2233022434501155,10734.015287151353
compass,co op,549000,3,1,"60 E 9th St Apt 214, New York, NY 10003, USA",40.7310966,-73.9926682,202.91946300338603,Manhattan,False,2.307323704350202,2705.5068640253553
corcoran,condo,6998000,4,4,"55 Vestry St #6c, New York, NY 10013, USA",40.7227325,-74.0101225,278.709,Manhattan,True,2.445150993066472,25108.62584272485
fave inc,multi family home,980000,11,3,"2116 Vyse Ave, Bronx, NY 10460, USA",40.844215,-73.8799388,298.21863,Bronx,False,2.474534770751682,3286.1796729466564
richmond homes real estate inc,multi family home,1400000,5,4,"199 Vineland Ave, Staten Island, NY 10312, USA",40.5486237,-74.1868168,209.03175,Staten Island,False,2.320212256458172,6697.547142957948
compass,co op,750000,3,3,"420 E 51st St #8d, New York, NY 10022, USA",40.7540391,-73.9651308,202.91946300338603,Manhattan,False,2.307323704350202,3696.0476284499387
rjm empire inc,land,750000,3,2,"480 Butler Blvd, Staten Island, NY 10309, USA",40.5069018,-74.2247039,202.91946300338603,Staten Island,False,2.307323704350202,3696.0476284499387
winzone inc,condo,349000,3,1,"43-33 48th St #4j, Long Island City, NY 11104, USA",40.7436341,-73.916415,202.91946300338603,Queens,False,2.307323704350202,1719.8941631053715
rise,house,519999,3,2,"59 Larkin St, Staten Island, NY 10302, USA",40.6396595,-74.1362682,133.78032,Staten Island,False,2.1263922304420593,3886.9618490970875
weichert realtors the franzese,multi family home,1750000,7,3,"20-03 49th St, Astoria, NY 11105, USA",40.7721299,-73.8960008,377.650695,Queens,False,2.5770902882768967,4633.911768651717
compass,house,868000,3,2,"53-29 72nd Pl, Queens, NY 11378, USA",40.7303886,-73.8912581,202.91946300338603,Queens,False,2.307323704350202,4277.559121992729
new heights,co op,324900,1,1,"90 Park Terrace E #3a, New York, NY 10034, USA",40.8709037,-73.9155681,61.780495,Manhattan,False,1.7908513836499143,5258.941353577695
city connections,condo,870000,1,1,"347 W 57th St #6b, New York, NY 10019, USA",40.7681878,-73.9845086,57.59986,Manhattan,False,1.7604214278450634,15104.203378272101
nyc brokers,co op,355000,2,1,"2930 W 5th St #15h, Brooklyn, NY 11224, USA",40.5782062,-73.973315,92.903,Brooklyn,False,1.9680297383468097,3821.1898431697573
corcoran,condo,10900000,5,6,"39 W 23rd St, New York, NY 10010, USA",40.7423282,-73.9911409,337.516599,Manhattan,True,2.528295136209524,32294.707970792275
corcoran,house,6700000,3,2,"450 Front St, Staten Island, NY 10304, USA",40.626225,-74.0745645,202.91946300338603,Staten Island,True,2.307323704350202,33018.02548081945
ilite inc,co op,268800,1,1,"303 Avenue P b1, Brooklyn, NY 11204, USA",40.6086157,-73.9765291,67.354675,Brooklyn,False,1.8283677449178033,3990.814297597012
ashford homes,condo,640000,1,1,"1238 63rd St #204, Brooklyn, NY 11219, USA",40.6275896,-74.0016198,94.946866,Brooklyn,False,1.9774806341455036,6740.612165124018
compass,co op,2800000,2,2,"1088 Park Ave #15c, New York, NY 10128, USA",40.7820603,-73.9562107,202.91946300338603,Manhattan,False,2.307323704350202,13798.577812879772
prime  long island,co op,699000,2,2,"11020 71st Rd Apt 905, Forest Hills, NY 11375, USA",40.7216499,-73.84119,130.0642,Queens,False,2.1141577740250477,5374.2690148403635
e  corp,multi family home,1208000,11,6,"10-45 115th St, Flushing, NY 11356, USA",40.787452,-73.8521292,479.37948,Queens,False,2.680679439974021,2519.9242988039455
century 21 milestone,house,749000,5,4,"105-47 88th St, Jamaica, NY 11417, USA",40.6785851,-73.8497745,202.91946300338603,Queens,False,2.307323704350202,3691.119564945339
great success inc,multi family home,1800000,5,2,"455 Irving Ave, Brooklyn, NY 11237, USA",40.6958927,-73.9084857,202.91946300338603,Brooklyn,False,2.307323704350202,8870.514308279853
compass,condo,1025000,1,1,"105 Norfolk St #3a, New York, NY 10002, USA",40.7188873,-73.9873574,73.114661,Manhattan,False,1.864004470705874,14019.076146711534
douglas elliman,condo,2449000,3,2,"90 East End Ave #6b, New York, NY 10028, USA",40.7735704,-73.9461541,162.022832,Manhattan,False,2.209576218943358,15115.153646987235
keller williams,house,659000,3,2,"59 St Johns Ave, Staten Island, NY 10305, USA",40.6114323,-74.0667876,135.63838,Staten Island,False,2.1323825941312466,4858.506862143296
exit all seasons,multi family home,1499000,7,4,"57-19 64th St, Flushing, NY 11378, USA",40.7221698,-73.9011088,331.66371,Queens,False,2.5206979544590027,4519.638280594521
compass,condo,700000,3,1,"246 Spring St #4111, New York, NY 10013, USA",40.7253082,-74.005407,44.036022,Manhattan,False,1.6438080800208947,15896.077079805254
all area brokerage inc,co op,235000,3,1,"6515 38th Ave Apt 2f, Woodside, NY 11377, USA",40.7469399,-73.8986099,202.91946300338603,Queens,False,2.307323704350202,1158.0949235809808
compass,co op,700000,2,1,"315 E 70th St #9d, New York, NY 10021, USA",40.7673126,-73.9584378,83.6127,Manhattan,False,1.9222722477861345,8371.933928697434
douglas elliman,townhouse,4895000,4,4,"66 Reade St, New York, NY 10007, USA",40.7151591,-74.006685,336.494666,Manhattan,True,2.5269781843248493,14547.035940236865
corcoran,condo,2350000,4,2,"375 W 123rd St #7b, New York, NY 10027, USA",40.8101077,-73.9546373,171.591841,Manhattan,False,2.234496633787051,13695.289859382068
winzone inc,condo,456000,1,1,"42-39 Judge St #2b, Elmhurst, NY 11373, USA",40.7442352,-73.8797855,202.91946300338603,Queens,False,2.307323704350202,2247.196958097563
re/max,multi family home,1190000,5,4,"334 Bethel Ave, Staten Island, NY 10307, USA",40.5153019,-74.2352069,345.59916,Staten Island,False,2.5385726782287072,3443.295406157816
nest seekers  midtown,condo,5350000,3,4,"522 W 29th St #3a, New York, NY 10001, USA",40.7518261,-74.002774,231.421373,Manhattan,True,2.364403465883316,23118.003020403827
graceful,co op,335000,2,1,"60-29 Marathon Pkwy, Little Neck, NY 11362, USA",40.7576854,-73.7298343,202.91946300338603,Queens,False,2.307323704350202,1650.9012740409726
re/max,condo,628000,3,2,"238 56th St #1f, Brooklyn, NY 11220, USA",40.6449894,-74.0196153,101.914591,Brooklyn,False,2.0082363659215208,6162.022472326853
keller williams,house,710000,2,2,"4067 Murdock Ave, Bronx, NY 10466, USA",40.8926424,-73.8409541,209.03175,Bronx,False,2.320212256458172,3396.613193928674
r a l enterprises,house,790000,4,2,"966 E 42nd St, Brooklyn, NY 11210, USA",40.631398,-73.9361773,162.022832,Brooklyn,False,2.209576218943358,4875.856015157173
corcoran,house,1300000,3,2,"3883 Bedford Ave, Brooklyn, NY 11229, USA",40.6074439,-73.9477154,202.91946300338603,Brooklyn,False,2.307323704350202,6406.482555979894
douglas elliman,co op,800000,2,1,"425 E 79th St #7c, New York, NY 10075, USA",40.7720929,-73.9514513,83.6127,Manhattan,False,1.9222722477861345,9567.924489939925
century 21 achievers,house,699000,3,2,"1372 E 57th St, Brooklyn, NY 11234, USA",40.6200647,-73.9203764,48.495366,Brooklyn,False,1.6857002413490718,14413.74831566381
compass,condo,1750000,1,1,"502 Park Ave Apt 12h, New York, NY 10022, USA",40.7632867,-73.9700993,202.91946300338603,Manhattan,False,2.307323704350202,8624.111133049857
jamie connie real estate grp,co op,416000,3,1,"38-15 149th St #2j, Flushing, NY 11354, USA",40.763716,-73.816271,88.25785,Queens,False,1.9457533436356573,4713.461748728299
compass,co op,499000,1,1,"150 Hawthorne St #5d, Brooklyn, NY 11225, USA",40.6573594,-73.9554071,74.3224,Brooklyn,False,1.8711197253387533,6713.992013175032
douglas elliman,co op,425000,3,1,"513 E 5th St #2a, New York, NY 10009, USA",40.7247015,-73.9835768,202.91946300338603,Manhattan,False,2.307323704350202,2094.426989454965
east coast realtors inc,co op,220000,1,1,"61-88 Dry Harbor Rd, Flushing, NY 11379, USA",40.7257927,-73.8727767,202.91946300338603,Queens,False,2.307323704350202,1084.173971011982
re/max,co op,140000,3,1,"4295 Webster Ave #6k, Bronx, NY 10470, USA",40.8992144,-73.8624103,47.101821,Bronx,False,1.6730376976801455,2972.2842350405094
compass,condo,2400000,2,2,"12 E 88th St Apartment 9d, New York, NY 10128, USA",40.782249,-73.958665,127.741625,Manhattan,False,2.106332436513091,18787.924452972944
compass,co op,5995000,3,2,"17 White St #3b, New York, NY 10013, USA",40.7190306,-74.0054491,390.19259999999997,Manhattan,True,2.59127902874471,15364.207317104427
keystone usa corp,multi family home,988888,5,3,"195 Mother Gaston Blvd, Brooklyn, NY 11233, USA",40.6748665,-73.908063,202.91946300338603,Brooklyn,False,2.307323704350202,4873.302862936804
douglas elliman,co op,369000,3,1,"125 W 96th St #1c, New York, NY 10025, USA",40.7935524,-73.9687728,202.91946300338603,Manhattan,False,2.307323704350202,1818.4554331973698
keller williams,multi family home,2850000,15,7,"2135 E 13th St, Brooklyn, NY 11229, USA",40.5977433,-73.9578638,557.418,Brooklyn,False,2.7461809887304534,5112.859649311647
sotheby's,condo,5799000,3,4,"John Street Park, 1 John St #4b, Brooklyn, NY 11201, USA",40.7046228,-73.9878238,231.978791,Brooklyn,True,2.3654482806981574,24997.974922629888
dom inc,co op,229000,3,1,"2727 Ocean Pkwy d6, Brooklyn, NY 11235, USA",40.5822648,-73.9666622,46.4515,Brooklyn,False,1.6669997426828285,4929.873093441546
sotheby's,co op,44500000,5,6,"2 E 67th St Fl 9, New York, NY 10065, USA",40.768973,-73.969136,202.91946300338603,Manhattan,True,2.307323704350202,219298.82595469637
apple  corp,co op,235000,1,1,"68-5 138th St #1a, Flushing, NY 11367, USA",40.7315119,-73.8286528,202.91946300338603,Queens,False,2.307323704350202,1158.0949235809808
compass,condo,3500000,3,2,"189 Prospect Pl #2, Brooklyn, NY 11238, USA",40.6781953,-73.9702616,176.144088,Brooklyn,True,2.2458680713488572,19870.096349756568
momentum real estate,house,1288000,3,2,"2421 82nd St, Brooklyn, NY 11214, USA",40.6013215,-73.986412,142.884814,Manhattan,False,2.1549860738122217,9014.25395703703
corcoran,co op,875000,1,1,"225 W 25th St #3f, New York, NY 10001, USA",40.7459915,-73.9956777,202.91946300338603,Manhattan,False,2.307323704350202,4312.0555665249285
robert defalco inc,multi family home,1099000,6,5,"730 Bay St, Staten Island, NY 10304, USA",40.6241719,-74.0746007,354.517848,Staten Island,False,2.549638104378867,3099.9849688808895
nobroker,townhouse,579000,3,2,"103-12 114th St, South Richmond Hill, NY 11419, USA",40.6863457,-73.8292298,202.91946300338603,Queens,False,2.307323704350202,2853.3487691633527
tscherne inc,house,868000,3,2,"64-13 79th St, Middle Village, NY 11379, USA",40.7187347,-73.875063,157.00607,Queens,False,2.195916442960483,5528.448677175347
real broker ny,house,699900,5,1,"87-37 90th St, Jamaica, NY 11421, USA",40.6917678,-73.8540537,169.733781,Queens,False,2.2297682856993473,4123.5162256828535
coldwell banker,house,559900,3,2,"116-42 204th St, Jamaica, NY 11412, USA",40.6957516,-73.7490297,202.91946300338603,Queens,False,2.307323704350202,2759.2227562254943
keller williams,co op,650000,3,1,"100 Bank St #4f, New York, NY 10014, USA",40.7362367,-74.0070136,202.91946300338603,Manhattan,False,2.307323704350202,3203.241277989947
century 21 metro star,condo,209000,1,1,"1470 East Ave #4d, Bronx, NY 10462, USA",40.836532,-73.859174,202.91946300338603,Bronx,False,2.307323704350202,1029.965272461383
compass,co op,1695000,3,2,"80 East End Owners, 80 East End Ave #8e, New York, NY 10028, USA",40.7731502,-73.9462859,202.91946300338603,Manhattan,False,2.307323704350202,8353.067640296862
clarke,house,570000,3,2,"2953 Pearsall Ave, Bronx, NY 10469, USA",40.869166,-73.8520258,160.536384,Bronx,False,2.205573476489684,3550.5969786886444
keller williams,co op,419800,2,1,"72-81 113th St #5b, Forest Hills, NY 11375, USA",40.7199582,-73.8357232,92.903,Queens,False,1.9680297383468097,4518.691538486378
core  marketing,condo,5900000,3,3,"241 5th Ave Ph 15, New York, NY 10016, USA",40.744213,-73.987241,251.395518,Manhattan,True,2.4003575306084137,23468.994383583242
coldwell banker,multi family home,4000000,32,12,"154 E 105th St, New York, NY 10029, USA",40.791206,-73.946512,668.9016,Manhattan,True,2.825362234778078,5979.952806212453
oxford property,condo,1450000,2,2,"123 Washington St #33b, New York, NY 10006, USA",40.7092191,-74.0137534,109.161025,Manhattan,False,2.0380676049545645,13283.12921209745
housebiz inc,multi family home,975000,7,4,"1392 Commonwealth Ave, Bronx, NY 10472, USA",40.8345273,-73.8686683,178.37376,Bronx,False,2.251330967050359,5466.05061192857
halo,co op,210000,3,1,"97-10 62nd Dr #2b, Rego Park, NY 11374, USA",40.7323502,-73.8611654,51.09665,Queens,False,1.7083924278410534,4109.858474087832
compass,co op,310000,1,1,"5700 Arlington Ave #2s, Bronx, NY 10471, USA",40.9069228,-73.9062512,202.91946300338603,Bronx,False,2.307323704350202,1527.6996864259747
official,townhouse,8575000,6,6,"161 E 63rd St, New York, NY 10065, USA",40.7645068,-73.9653462,510.9665,Manhattan,True,2.7083924278410536,16781.922102525314
corcoran,multi family home,1895000,5,4,"595 Van Buren St, Brooklyn, NY 11221, USA",40.6925254,-73.9260278,202.91946300338603,Brooklyn,False,2.307323704350202,9338.680341216845
sotheby's,co op,10500000,5,6,"955 5th Ave, New York, NY 10075, USA",40.7753473,-73.9646138,202.91946300338603,Manhattan,True,2.307323704350202,51744.66679829914
core  marketing,condo,2990000,3,2,"77 Greenwich St #16a, New York, NY 10006, USA",40.7074175,-74.0135328,159.886063,Manhattan,False,2.20381060867437,18700.816968643478
corcoran,co op,440000,2,1,"1405 Prospect Pl b11, Brooklyn, NY 11213, USA",40.6733835,-73.9300041,202.91946300338603,Brooklyn,False,2.307323704350202,2168.347942023964
all island estates corp,land,650000,3,2,"191-43 Foothill Ave, Hollis, NY 11423, USA",40.7175476,-73.7702388,202.91946300338603,Queens,False,2.307323704350202,3203.241277989947
highline rential,house,600000,2,2,"571 Watkins St #1, Brooklyn, NY 11212, USA",40.6585229,-73.9047396,202.91946300338603,Brooklyn,False,2.307323704350202,2956.8381027599507
charles rutenberg inc,co op,160000,3,1,"99-35 59th Ave #5l, Corona, NY 11368, USA",40.7376451,-73.8581248,202.91946300338603,Queens,False,2.307323704350202,788.4901607359869
bhhs fillmore r e,multi family home,3500000,30,20,"1319 Newkirk Ave, Brooklyn, NY 11230, USA",40.6351799,-73.9646138,1709.4152,Brooklyn,True,3.232847561356346,2047.483841257525
re/max,house,599900,3,2,"1618 Adee Ave, Bronx, NY 10469, USA",40.8697604,-73.8408611,142.513202,Bronx,False,2.153855097959772,4209.434575752497
ny management,multi family home,2499000,7,4,"1159 52nd St, Brooklyn, NY 11219, USA",40.6352404,-73.9966562,202.91946300338603,Brooklyn,False,2.307323704350202,12315.230697995195
re/max,multi family home,1850000,7,3,"1517 66th St, Brooklyn, NY 11219, USA",40.6225358,-73.9970748,208.10272,Brooklyn,False,2.3182777566809722,8889.840555664048
nobroker,condo,888000,3,2,"956 79th St #1b, Brooklyn, NY 11228, USA",40.6226046,-74.0176964,157.9351,Brooklyn,False,2.1984786597250836,5622.562685558814
wallace enrique,multi family home,500000,3,2,"438 E 141st St, Bronx, NY 10454, USA",40.810301,-73.9202983,202.91946300338603,Bronx,False,2.307323704350202,2464.031752299959
compass,condo,1995000,1,2,"29 W 85th St # 1, New York, NY 10024, USA",40.7852077,-73.9706676,84.54173,Manhattan,False,1.9270711306679031,23597.813766053758
keller williams,house,599000,3,2,"1466 Stickney Pl, Bronx, NY 10469, USA",40.88047,-73.8503054,157.00607,Bronx,False,2.195916442960483,3815.1391216912825
exp,co op,178000,3,1,"61-20 Grand Central Pkwy, Forest Hills, NY 11375, USA",40.7379227,-73.8470718,66.797257,Queens,False,1.8247586287296922,2664.7800822120585
re/max,co op,279900,1,1,"679 W 239th St #3c, Bronx, NY 10463, USA",40.8901764,-73.9146261,78.96755,Bronx,False,1.8974486640611024,3544.4939092070094
corcoran,house,9000000,3,2,"8710 5th Ave, Brooklyn, NY 11209, USA",40.6207751,-74.0273954,202.91946300338603,Brooklyn,True,2.307323704350202,44352.571541399266
century 21 milestone,co op,119000,3,1,"8900 170th St Apt 11l, Jamaica, NY 11432, USA",40.7095699,-73.79113,202.91946300338603,Queens,False,2.307323704350202,586.4395570473903
brown harris stevens,co op,935000,2,2,"166 E 96th St Apt 6a, New York, NY 10128, USA",40.7856236,-73.9507052,106.83845,Manhattan,False,2.0287275787004213,8751.530932917878
